name,datetime,tempmax,tempmin,humidity,windspeed,visibility,description
MANHATTAN,28-08-2017,24.3,19.1,61.7,20.2,15.9,Clear conditions throughout the day.
MANHATTAN,29-08-2017,21,17.5,78.8,27,15.8,Partly cloudy throughout the day with rain.
MANHATTAN,30-08-2017,27.5,17,65,20.4,15.8,Clearing in the afternoon with rain.
MANHATTAN,31-08-2017,28.5,18.8,62.2,16.5,16,Clear conditions throughout the day with rain.
MANHATTAN,2017-01-09,23.1,14.2,47,18.1,15.9,Clear conditions throughout the day with rain.
MANHATTAN,2017-02-09,20.5,13,63.8,21,15.5,Clear conditions throughout the day with late afte
MANHATTAN,2017-03-09,22.6,15.5,86.2,27.6,13.9,Partly cloudy throughout the day with a chance of 
MANHATTAN,2017-04-09,27.7,17.7,65.5,22.9,15.9,Clear conditions throughout the day with afternoon
MANHATTAN,2017-05-09,30.4,21.1,71.6,30.4,15.8,Partly cloudy throughout the day with rain.
MANHATTAN,2017-06-09,22.3,17.7,82.6,19.8,15.2,Partly cloudy throughout the day with rain.
MANHATTAN,2017-07-09,23.6,16.4,72.4,26.3,15.7,Partly cloudy throughout the day with rain.
MANHATTAN,2017-08-09,23.1,15.6,60.1,24.1,16,Partly cloudy throughout the day with rain.
MANHATTAN,2017-09-09,21.5,14.4,61,17.9,16,Clear conditions throughout the day with rain in t
MANHATTAN,2017-10-09,24.1,15.5,58.5,21.7,16,Clear conditions throughout the day with afternoon
MANHATTAN,2017-11-09,26.4,15.4,54.2,12.3,16,Clear conditions throughout the day.
MANHATTAN,2017-12-09,27.1,18.1,60,13.7,15.8,Clear conditions throughout the day.
MANHATTAN,13-09-2017,27.9,18.2,75.2,14.8,15.9,Partly cloudy throughout the day with rain.
MANHATTAN,14-09-2017,27.8,20.7,79.7,16.7,15.1,Partly cloudy throughout the day with afternoon ra
MANHATTAN,15-09-2017,27.8,20,72.5,12.5,15.8,Becoming cloudy in the afternoon with afternoon ra
MANHATTAN,16-09-2017,27.7,21.6,82.8,15.7,13.2,Partly cloudy throughout the day with afternoon ra
MANHATTAN,17-09-2017,27.7,20.7,81.6,14.1,12.9,Clearing in the afternoon.
MANHATTAN,18-09-2017,23.3,20.6,84,22.9,15.4,Partly cloudy throughout the day.
MANHATTAN,19-09-2017,25.1,21.7,79.6,35.9,15.6,Partly cloudy throughout the day with rain.
MANHATTAN,20-09-2017,26.5,22.1,70.6,20.7,16,Partly cloudy throughout the day with rain in the 
MANHATTAN,21-09-2017,28.6,22.1,66.6,27.2,15.9,Clear conditions throughout the day with rain.
MANHATTAN,22-09-2017,29.1,20,51.3,24.8,15.9,Clear conditions throughout the day with rain.
MANHATTAN,23-09-2017,31.9,21.1,47.5,21.9,15.9,Clear conditions throughout the day with afternoon
MANHATTAN,24-09-2017,34.1,22.6,59.1,9.2,16,Clear conditions throughout the day.
MANHATTAN,25-09-2017,30.6,22.1,70.4,14.6,15.8,Clear conditions throughout the day.
MANHATTAN,26-09-2017,28.2,21.1,79.4,14.6,15.9,Clearing in the afternoon with afternoon rain.
MANHATTAN,27-09-2017,30.9,22,77.4,16.7,15.9,Clearing in the afternoon.
MANHATTAN,28-09-2017,26.9,17.7,61.3,12.9,15.9,Partly cloudy throughout the day with rain.
MANHATTAN,29-09-2017,21.4,14.2,55.1,17.3,15.9,Clear conditions throughout the day with rain in t
MANHATTAN,30-09-2017,20.3,14.2,67,22.3,16,Partly cloudy throughout the day.
MANHATTAN,2017-01-10,21.4,13.4,61.2,21.8,16,Partly cloudy throughout the day with rain.
MANHATTAN,2017-02-10,23.7,14.6,55.1,17.4,15.9,Clear conditions throughout the day with afternoon
MANHATTAN,2017-03-10,22,16,62.3,15.6,16,Clear conditions throughout the day.
MANHATTAN,2017-04-10,25.4,14.9,68.8,20.6,16,Clear conditions throughout the day with afternoon
MANHATTAN,2017-05-10,27.9,18.4,68.2,21.6,16,Clear conditions throughout the day with late afte
MANHATTAN,2017-06-10,28.7,20.7,75.6,20.5,15.7,Clear conditions throughout the day with rain in t
MANHATTAN,2017-07-10,27.7,20.1,78.5,19.5,15.4,Clear conditions throughout the day.
MANHATTAN,2017-08-10,25,22.2,87.5,16.2,15.3,Partly cloudy throughout the day with rain.
MANHATTAN,2017-09-10,24.4,22.1,93,22.8,14,Partly cloudy throughout the day with a chance of 
MANHATTAN,2017-10-10,28.7,20.5,67,12.6,15.9,Clear conditions throughout the day with a chance 
MANHATTAN,2017-11-10,24.9,18.8,69.2,25.4,16,Becoming cloudy in the afternoon with rain.
MANHATTAN,2017-12-10,19.9,14.3,70.6,34.4,16,Partly cloudy throughout the day with rain clearin
MANHATTAN,13-10-2017,21,12.8,75.7,25.4,15.9,Partly cloudy throughout the day with rain.
MANHATTAN,14-10-2017,22.2,17.8,84.9,16.1,15.5,Partly cloudy throughout the day with a chance of 
MANHATTAN,15-10-2017,22.8,18.8,84.9,23.9,15.4,Cloudy skies throughout the day.
MANHATTAN,16-10-2017,20.7,11.1,63.7,17.9,16,Partly cloudy throughout the day with rain clearin
MANHATTAN,17-10-2017,17.7,8.3,57.8,20,16,Clear conditions throughout the day.
MANHATTAN,18-10-2017,23.7,11.1,59.5,17.7,16,Clear conditions throughout the day.
MANHATTAN,19-10-2017,23.2,13.8,58.9,19.6,15.8,Clear conditions throughout the day with rain.
MANHATTAN,20-10-2017,25.5,15.6,45.5,16.2,15.9,Clear conditions throughout the day with rain.
MANHATTAN,21-10-2017,26.6,16.5,43.3,12.8,16,Clear conditions throughout the day with afternoon
MANHATTAN,22-10-2017,25.5,15.6,61.6,11,16,Clear conditions throughout the day.
MANHATTAN,23-10-2017,23,17.2,82.4,22,15.8,Partly cloudy throughout the day.
MANHATTAN,24-10-2017,22.9,20,88,27.2,15,Partly cloudy throughout the day with rain.
MANHATTAN,25-10-2017,20,16.1,66.4,14,15.8,Partly cloudy throughout the day with rain.
MANHATTAN,26-10-2017,16.1,12.1,58.9,21.6,16,Partly cloudy throughout the day with rain in the 
MANHATTAN,27-10-2017,18.7,10,58.8,17.3,16,Clear conditions throughout the day with rain.
MANHATTAN,28-10-2017,21.1,13.8,68.6,23.7,15.8,Clear conditions throughout the day with rain in t
MANHATTAN,29-10-2017,19.4,16.6,93.4,27.1,11.1,Partly cloudy throughout the day with a chance of 
MANHATTAN,30-10-2017,16.2,9.3,67.9,35,15.7,Partly cloudy throughout the day with a chance of 
MANHATTAN,31-10-2017,15.5,9.9,53.5,28.6,16,Clear conditions throughout the day with rain in t
MANHATTAN,2017-01-11,16,8.8,59.5,16.3,15.8,Partly cloudy throughout the day with rain in the 
MANHATTAN,2017-02-11,23.7,16.1,81,21.3,15.7,Partly cloudy throughout the day with rain.
MANHATTAN,2017-03-11,23.3,13.3,75.6,18.1,16,Clear conditions throughout the day with rain.
MANHATTAN,2017-04-11,15.5,9.7,59.7,25.4,16,Clear conditions throughout the day with morning r
MANHATTAN,2017-05-11,16.7,12.1,85.6,21.8,14.1,Partly cloudy throughout the day with a chance of 
MANHATTAN,2017-06-11,18.8,9.9,83,20,15.8,Partly cloudy throughout the day with afternoon ra
MANHATTAN,2017-07-11,11,6.1,73.4,23.6,15.2,Partly cloudy throughout the day with rain.
MANHATTAN,2017-08-11,11,6,76.3,23.6,15.8,Partly cloudy throughout the day with a chance of 
MANHATTAN,2017-09-11,13.7,7.6,70.7,21.6,15.7,Partly cloudy throughout the day with late afterno
MANHATTAN,2017-10-11,12.1,-1.7,54.6,25.1,15.9,Clear conditions throughout the day with a chance 
MANHATTAN,2017-11-11,6.5,-2.9,51.5,20.2,16,Clear conditions throughout the day.
MANHATTAN,2017-12-11,10.5,2.7,50,15.7,16,Clear conditions throughout the day with rain in t
MANHATTAN,13-11-2017,9.9,5.6,72.9,21.6,15.9,Partly cloudy throughout the day with rain in the 
MANHATTAN,14-11-2017,10.5,4.2,71.1,21.7,16,Partly cloudy throughout the day.
MANHATTAN,15-11-2017,12.6,5.5,66.5,18,16,Becoming cloudy in the afternoon with late afterno
MANHATTAN,16-11-2017,14.9,7.8,71.2,23.9,16,Partly cloudy throughout the day with rain in the 
MANHATTAN,17-11-2017,11.9,5,48.4,25.6,15.9,Partly cloudy throughout the day with rain in the 
MANHATTAN,18-11-2017,12.8,4.2,64.7,21.7,16,Clear conditions throughout the day with rain.
MANHATTAN,19-11-2017,14.4,6,64.8,39.3,16,Partly cloudy throughout the day with rain clearin
MANHATTAN,20-11-2017,9.9,3.8,54.2,30.9,16,Partly cloudy throughout the day with rain.
MANHATTAN,21-11-2017,16.1,5.7,55.5,22.4,16,Clear conditions throughout the day.
MANHATTAN,22-11-2017,12.8,3.8,67.7,12.7,15.7,Partly cloudy throughout the day with rain in the 
MANHATTAN,23-11-2017,8.2,1.1,51.7,14.7,16,Clear conditions throughout the day with afternoon
MANHATTAN,24-11-2017,12.1,2.8,54.8,14.7,16,Clear conditions throughout the day.
MANHATTAN,25-11-2017,15.6,5.7,58.9,16.6,16,Clear conditions throughout the day.
MANHATTAN,26-11-2017,11.1,5,53.4,22,16,Clearing in the afternoon with afternoon rain.
MANHATTAN,27-11-2017,13.6,5,49.5,20,16,Clear conditions throughout the day with rain.
MANHATTAN,28-11-2017,12.1,4.2,64.8,19.9,16,Clear conditions throughout the day with rain.
MANHATTAN,29-11-2017,19.2,7.8,59.3,28.4,16,Clear conditions throughout the day with rain.
MANHATTAN,30-11-2017,12,5.6,65.1,23.6,16,Partly cloudy throughout the day with late afterno
MANHATTAN,2017-01-12,13.2,7.7,63,16.2,15.9,Clear conditions throughout the day with a chance 
MANHATTAN,2017-02-12,9.9,6,60.4,17.9,16,Clear conditions throughout the day with morning r
MANHATTAN,2017-03-12,9.9,7.8,73.3,12.7,16,Becoming cloudy in the afternoon.
MANHATTAN,2017-04-12,12.1,6.6,75.8,11.5,15.4,Clear conditions throughout the day with late afte
MANHATTAN,2017-05-12,15.7,10.6,81,18.5,14.6,Partly cloudy throughout the day with rain.
MANHATTAN,2017-06-12,13.9,5.6,55.7,27.4,16,Clearing in the afternoon with rain.
MANHATTAN,2017-07-12,8.3,3.3,49.7,30.8,16,Clear conditions throughout the day.
MANHATTAN,2017-08-12,5,2.1,52.7,16,15.9,Clearing in the afternoon with rain in the morning
MANHATTAN,2017-09-12,3.3,0.6,76,18,11.4,Partly cloudy throughout the day with rain or snow
MANHATTAN,2017-10-12,5.6,-1.1,71.9,25.5,15.7,Becoming cloudy in the afternoon with early mornin
MANHATTAN,2017-11-12,7.1,1.6,58.4,21.7,16,Clearing in the afternoon with rain or snow.
MANHATTAN,2017-12-12,10,1.1,66.5,22,16,Partly cloudy throughout the day.
MANHATTAN,13-12-2017,2.7,-4.5,51.8,32.6,16,Partly cloudy throughout the day with rain or snow
MANHATTAN,14-12-2017,2.7,-3.4,68.9,22.3,14.4,Partly cloudy throughout the day with a chance of 
MANHATTAN,15-12-2017,-2.1,-4.5,69.7,18.2,14,Becoming cloudy in the afternoon with snow.
MANHATTAN,16-12-2017,4.3,-4.4,70.3,30.9,16,Partly cloudy throughout the day.
MANHATTAN,17-12-2017,3.8,1.6,64.2,16.2,15.9,Partly cloudy throughout the day.
MANHATTAN,18-12-2017,8.2,2.1,74.7,17.9,15.7,Partly cloudy throughout the day with early mornin
MANHATTAN,19-12-2017,13.3,7.2,63.8,29.3,15.6,Partly cloudy throughout the day.
MANHATTAN,20-12-2017,10.6,2.8,44.7,29.1,16,Clear conditions throughout the day.
MANHATTAN,21-12-2017,6.5,1.1,48.1,16.2,15.9,Clear conditions throughout the day with late afte
MANHATTAN,22-12-2017,10,3.3,66.6,21.6,15.9,Partly cloudy throughout the day.
MANHATTAN,23-12-2017,12,4.9,90.3,27,13,Partly cloudy throughout the day with a chance of 
MANHATTAN,24-12-2017,5.6,3.8,68.2,28.9,16,Partly cloudy throughout the day with late afterno
MANHATTAN,25-12-2017,4.3,-1.2,65.4,38.1,15.4,Partly cloudy throughout the day with rain or snow
MANHATTAN,26-12-2017,0.5,-3.4,44.7,28.9,16,Clear conditions throughout the day with afternoon
MANHATTAN,27-12-2017,-1.8,-6.7,49.1,20,16,Clearing in the afternoon.
MANHATTAN,28-12-2017,-4.1,-9.4,52,23.7,16,Clear conditions throughout the day with snow.
MANHATTAN,29-12-2017,-3,-10.1,58.2,20.3,16,Clear conditions throughout the day with snow.
MANHATTAN,30-12-2017,-3.9,-6.7,73.7,20.2,14.1,Partly cloudy throughout the day with snow.
MANHATTAN,31-12-2017,-5.7,-10.7,60.6,14.9,16,Clear conditions throughout the day with early mor
MANHATTAN,2018-01-01,-4.5,-12.2,58,23.8,15.9,Clear conditions throughout the day.
MANHATTAN,2018-02-01,-1.7,-9,61.4,27.1,16,Clear conditions throughout the day.
MANHATTAN,2018-03-01,0.5,-7.8,55.8,21.7,16,Clear conditions throughout the day with rain or s
MANHATTAN,2018-04-01,-0.1,-5.7,75.9,21.7,9,Cloudy skies throughout the day with a chance of r
MANHATTAN,2018-05-01,-4.6,-11.2,58.8,14.1,16,Clear conditions throughout the day.
MANHATTAN,2018-06-01,-3.7,-12.9,51.8,32.8,16,Clear conditions throughout the day.
MANHATTAN,2018-07-01,-1.5,-14.4,54,27.6,16,Clear conditions throughout the day.
MANHATTAN,2018-08-01,-0.6,-7.8,65.1,25.3,15.8,Becoming cloudy in the afternoon with rain or snow
MANHATTAN,2018-09-01,8.2,-1.1,61.5,16.5,16,Clear conditions throughout the day with rain.
MANHATTAN,2018-10-01,6,-0.1,63.9,12.8,16,Becoming cloudy in the afternoon with afternoon ra
MANHATTAN,2018-11-01,10.6,3,82.3,12.9,15.7,Partly cloudy throughout the day with morning rain
MANHATTAN,2018-12-01,15.7,7.9,96,16.5,9.9,Cloudy skies throughout the day with rain.
MANHATTAN,13-01-2018,13.8,-5.7,69.1,21.6,14.9,Clearing in the afternoon with a chance of rain or
MANHATTAN,14-01-2018,-1.3,-8.4,52.4,26.9,16,Clear conditions throughout the day.
MANHATTAN,15-01-2018,0.5,-7.3,68,30.7,16,Clear conditions throughout the day.
MANHATTAN,16-01-2018,2.8,-3.3,81.4,16.2,15.9,Partly cloudy throughout the day with afternoon ra
MANHATTAN,17-01-2018,2.8,-3.9,82.7,16.4,14.6,Partly cloudy throughout the day with a chance of 
MANHATTAN,18-01-2018,0.3,-6.2,53.9,20.9,16,Clear conditions throughout the day.
MANHATTAN,19-01-2018,3.9,-3.9,48,20,16,Partly cloudy throughout the day.
MANHATTAN,20-01-2018,11.6,2.8,43.7,31.7,16,Partly cloudy throughout the day.
MANHATTAN,21-01-2018,10.5,5.7,52.4,11.4,16,Becoming cloudy in the afternoon.
MANHATTAN,22-01-2018,9.2,3.4,81.1,16.6,9.8,Cloudy skies throughout the day with early morning
MANHATTAN,23-01-2018,15.4,3.2,80,30.8,9.3,Partly cloudy throughout the day with rain in the 
MANHATTAN,24-01-2018,6.8,-2,50.9,24.9,16,Partly cloudy throughout the day.
MANHATTAN,25-01-2018,1.2,-4.9,38.3,24.9,16,Clear conditions throughout the day.
MANHATTAN,26-01-2018,3.3,-3.6,38.5,14.8,16,Clear conditions throughout the day.
MANHATTAN,27-01-2018,13.1,1.7,58.5,18.8,16,Partly cloudy throughout the day.
MANHATTAN,28-01-2018,12.2,7.9,75.7,17.4,14.8,Cloudy skies throughout the day with a chance of r
MANHATTAN,29-01-2018,7.8,3.3,59.9,30.8,16,Becoming cloudy in the afternoon with morning rain
MANHATTAN,30-01-2018,2.8,-2.9,74.7,23.8,14.3,Cloudy skies throughout the day with a chance of r
MANHATTAN,31-01-2018,1.6,-6.7,53.1,33.5,16,Clear conditions throughout the day with rain or s
MANHATTAN,2018-01-02,6.2,0,61.1,20.4,16,Partly cloudy throughout the day with late afterno
MANHATTAN,2018-02-02,4.4,-7.2,61,15.1,15.9,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-03-02,0.6,-7.9,52.5,25.3,16,Clear conditions throughout the day.
MANHATTAN,2018-04-02,7.8,-1.1,72.5,21.7,14.7,Cloudy skies throughout the day with rain.
MANHATTAN,2018-05-02,5,-2.2,62.7,15.3,15.6,Clearing in the afternoon with a chance of rain or
MANHATTAN,2018-06-02,2.9,-2.8,54.9,23.4,16,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-07-02,7.7,-0.7,80.9,29.4,14.1,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-08-02,2.7,-2.8,56.4,21.8,16,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-09-02,3.4,-2.2,61.6,16.1,16,Partly cloudy throughout the day.
MANHATTAN,2018-10-02,10.5,3.4,87.6,14.1,12.6,Partly cloudy throughout the day with rain.
MANHATTAN,2018-11-02,15.9,6.2,96.3,20,12.3,Cloudy skies throughout the day with a chance of r
MANHATTAN,2018-12-02,16.9,2.1,58.6,14.6,16,Partly cloudy throughout the day with rain clearin
MANHATTAN,13-02-2018,4.2,-1.3,55.5,20.2,15.9,Clear conditions throughout the day with late afte
MANHATTAN,14-02-2018,11.1,1.7,68.2,14.4,16,Partly cloudy throughout the day with rain.
MANHATTAN,15-02-2018,14.4,6.8,86.3,12.9,14.4,Partly cloudy throughout the day with rain.
MANHATTAN,16-02-2018,13.9,3.3,79.9,13.5,14.2,Partly cloudy throughout the day with a chance of 
MANHATTAN,17-02-2018,4.9,-1.2,63.7,19.9,13.7,Becoming cloudy in the afternoon with rain or snow
MANHATTAN,18-02-2018,9.2,1.1,64,14.7,15.7,Partly cloudy throughout the day with a chance of 
MANHATTAN,19-02-2018,8.9,3.3,76.2,13,14,Partly cloudy throughout the day with late afterno
MANHATTAN,20-02-2018,20,6.8,85.4,15.1,10.1,Partly cloudy throughout the day with early mornin
MANHATTAN,21-02-2018,24.4,10.8,78.4,18.3,14.9,Clearing in the afternoon with late afternoon rain
MANHATTAN,22-02-2018,13.9,3.4,71.4,30.8,15.4,Cloudy skies throughout the day with rain.
MANHATTAN,23-02-2018,5,2.8,87.9,23.7,14.6,Cloudy skies throughout the day with rain.
MANHATTAN,24-02-2018,12.2,5.1,83.1,17.8,15.1,Partly cloudy throughout the day with rain.
MANHATTAN,25-02-2018,6.7,5.6,90.1,30.7,14.6,Cloudy skies throughout the day with a chance of r
MANHATTAN,26-02-2018,10.9,6.2,63.1,13.2,16,Clearing in the afternoon with rain.
MANHATTAN,27-02-2018,14.3,4.3,43.8,16.1,16,Clear conditions throughout the day with rain in t
MANHATTAN,28-02-2018,16.2,4.5,51.3,18,16,Partly cloudy throughout the day with rain in the 
MANHATTAN,2018-01-03,14.4,7.2,64.9,28.4,15.5,Partly cloudy throughout the day with rain.
MANHATTAN,2018-02-03,7.2,1.7,89.5,31.2,12,Cloudy skies throughout the day with a chance of r
MANHATTAN,2018-03-03,10,3.3,61.1,15.2,16,Partly cloudy throughout the day with morning rain
MANHATTAN,2018-04-03,7.8,1.7,54.6,18.9,16,Partly cloudy throughout the day.
MANHATTAN,2018-05-03,7.1,1.1,57.2,23.5,16,Partly cloudy throughout the day with afternoon ra
MANHATTAN,2018-06-03,8.3,1.6,62,17.9,15.9,Becoming cloudy in the afternoon.
MANHATTAN,2018-07-03,3.9,1.1,90.8,36.4,11.9,Cloudy skies throughout the day with a chance of r
MANHATTAN,2018-08-03,4.9,0.9,70,22.1,16,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-09-03,6.6,-0.7,60.6,31.1,16,Partly cloudy throughout the day with afternoon ra
MANHATTAN,2018-10-03,4.9,0,53,25.3,16,Partly cloudy throughout the day.
MANHATTAN,2018-11-03,8.7,0.7,47.1,13,16,Clear conditions throughout the day.
MANHATTAN,2018-12-03,6.1,1.6,64.3,27.4,16,Becoming cloudy in the afternoon with late afterno
MANHATTAN,13-03-2018,6,1.1,76.4,23.7,14.8,Partly cloudy throughout the day with a chance of 
MANHATTAN,14-03-2018,5,0,60,34.5,15.8,Partly cloudy throughout the day with rain or snow
MANHATTAN,15-03-2018,9.3,0.6,52.9,28.8,16,Partly cloudy throughout the day.
MANHATTAN,16-03-2018,5.5,0.9,52.7,25.5,16,Partly cloudy throughout the day with afternoon ra
MANHATTAN,17-03-2018,9.3,-1.7,41.2,25.6,16,Clear conditions throughout the day.
MANHATTAN,18-03-2018,8.2,-0.7,33.1,13.1,16,Clear conditions throughout the day with afternoon
MANHATTAN,19-03-2018,9.3,2.1,41,19.9,16,Clear conditions throughout the day.
MANHATTAN,20-03-2018,3.9,0.6,47.8,27.2,16,Becoming cloudy in the afternoon.
MANHATTAN,21-03-2018,4.3,0.6,77.9,44.2,8.4,Cloudy skies throughout the day with rain or snow.
MANHATTAN,22-03-2018,11.6,0.9,63.6,13,14.9,Clearing in the afternoon with a chance of rain or
MANHATTAN,23-03-2018,10.5,2.2,47.7,14.7,16,Becoming cloudy in the afternoon.
MANHATTAN,24-03-2018,11.6,2.2,40.1,14.6,16,Partly cloudy throughout the day.
MANHATTAN,25-03-2018,7.1,2.1,56,31,16,Partly cloudy throughout the day.
MANHATTAN,26-03-2018,9.9,1,54.3,27.3,16,Clear conditions throughout the day.
MANHATTAN,27-03-2018,6.6,2.2,56.2,20.1,16,Partly cloudy throughout the day.
MANHATTAN,28-03-2018,9.4,3.4,81.2,16.3,15.2,Cloudy skies throughout the day with rain.
MANHATTAN,29-03-2018,10.1,8.4,89.2,18.1,10.5,Cloudy skies throughout the day with rain in the m
MANHATTAN,30-03-2018,15,7.9,80.3,16.1,14.9,Partly cloudy throughout the day with rain.
MANHATTAN,31-03-2018,12.9,4.3,41.7,27.1,15.9,Clear conditions throughout the day with rain clea
MANHATTAN,2018-01-04,15,6.7,49.1,16.3,15.9,Partly cloudy throughout the day.
MANHATTAN,2018-02-04,7.2,1.1,71.3,24,13.5,Partly cloudy throughout the day with rain or snow
MANHATTAN,2018-03-04,5.9,3.9,85.7,20.1,13,Partly cloudy throughout the day with rain.
MANHATTAN,2018-04-04,13.3,5.6,75.3,37.9,10.5,Partly cloudy throughout the day with rain.
MANHATTAN,2018-05-04,7.8,1.7,39.4,27.3,16,Becoming cloudy in the afternoon with rain in the 
MANHATTAN,2018-06-04,15.7,3.4,56.8,27.2,16,Partly cloudy throughout the day with rain.
MANHATTAN,2018-07-04,11.7,4.9,45.2,18.2,16,Partly cloudy throughout the day with afternoon ra
MANHATTAN,2018-08-04,8.3,1.6,42.8,18.3,16,Becoming cloudy in the afternoon.
MANHATTAN,2018-09-04,9.9,0.6,47.5,20,16,Becoming cloudy in the afternoon with afternoon ra
MANHATTAN,2018-10-04,11.1,3.9,59.9,14.8,15.9,Partly cloudy throughout the day with early mornin
MANHATTAN,2018-11-04,10.5,3.5,51.6,14.7,15.9,Becoming cloudy in the afternoon with rain.
MANHATTAN,2018-12-04,15.7,6.8,59.2,13.1,16,Partly cloudy throughout the day with rain in the 
MANHATTAN,13-04-2018,26.7,13.9,46.4,32.3,16,Clear conditions throughout the day with rain.
MANHATTAN,14-04-2018,23.4,9.3,58.6,39.5,16,Partly cloudy throughout the day.
MANHATTAN,15-04-2018,8.8,4.3,76.3,33.6,14.7,Cloudy skies throughout the day with late afternoo
MANHATTAN,16-04-2018,13.9,4.3,84.9,43.8,11.9,Cloudy skies throughout the day with a chance of r
MANHATTAN,17-04-2018,8.3,5.6,60.5,31.2,15.9,Cloudy skies throughout the day with rain.
MANHATTAN,18-04-2018,12.8,3.8,52.2,25.7,16,Partly cloudy throughout the day.
MANHATTAN,19-04-2018,9.4,5,67.9,20.1,15.7,Partly cloudy throughout the day with a chance of 
MANHATTAN,20-04-2018,11.6,3.3,47.3,13.2,16,Clear conditions throughout the day with afternoon
MANHATTAN,21-04-2018,17.8,5,38.7,16.5,16,Clear conditions throughout the day with morning r
MANHATTAN,22-04-2018,18.3,7.2,32.6,16.4,16,Clear conditions throughout the day with rain in t
MANHATTAN,23-04-2018,16.8,7.8,49.1,18.3,16,Clear conditions throughout the day with late afte
MANHATTAN,24-04-2018,17.3,8.8,61.6,23.4,15.9,Partly cloudy throughout the day with rain.
MANHATTAN,25-04-2018,14.4,11.7,94.3,25.5,9.9,Cloudy skies throughout the day with a chance of r
MANHATTAN,26-04-2018,20.7,11.3,64.1,20.5,13.7,Clearing in the afternoon with a chance of rain th
MANHATTAN,27-04-2018,15,10.6,75.8,21.8,14.5,Partly cloudy throughout the day with rain in the 
MANHATTAN,28-04-2018,18.4,10,78.8,16.2,13.8,Clearing in the afternoon with rain.
MANHATTAN,29-04-2018,16.5,8.8,63.5,20.2,16,Partly cloudy throughout the day with rain clearin
MANHATTAN,30-04-2018,10.6,8.4,60.1,18.5,16,Partly cloudy throughout the day with rain.
MANHATTAN,2018-01-05,26.7,8.9,42.3,20.4,15.9,Partly cloudy throughout the day with rain.
MANHATTAN,2018-02-05,29.5,16.8,29.2,30.7,16,Clear conditions throughout the day with morning r
MANHATTAN,2018-03-05,33.4,21.7,39.7,36.1,15.8,Partly cloudy throughout the day with late afterno
MANHATTAN,2018-04-05,28.3,22.2,60.5,26.3,15.7,Partly cloudy throughout the day.
MANHATTAN,2018-05-05,25.3,16.2,36.7,24.1,16,Partly cloudy throughout the day.
MANHATTAN,2018-06-05,19.1,13.8,60.5,19,16,Cloudy skies throughout the day.
MANHATTAN,2018-07-05,23.8,12.5,63.6,13.7,16,Partly cloudy throughout the day.
MANHATTAN,2018-08-05,21.8,12,62.6,14.8,16,Clear conditions throughout the day.
MANHATTAN,2018-09-05,24,12.4,58.9,17,15,Clear conditions throughout the day.
MANHATTAN,2018-10-05,18.1,12.4,79.1,18.2,14.1,Partly cloudy throughout the day with late afterno
MANHATTAN,2018-11-05,22.5,15.9,49.6,25.8,15.6,Clearing in the afternoon.
MANHATTAN,2018-12-05,18.4,12.2,73.5,16.2,15.7,Cloudy skies throughout the day with a chance of r
MANHATTAN,13-05-2018,12.8,11.7,87,17.9,15.8,Cloudy skies throughout the day with rain.
MANHATTAN,14-05-2018,20.7,11.2,84.1,14.8,14.3,Partly cloudy throughout the day with a chance of 
MANHATTAN,15-05-2018,29.4,15.1,82.7,26,10.7,Clearing in the afternoon with rain.
MANHATTAN,16-05-2018,18.3,13.8,85,21.8,14.9,Cloudy skies throughout the day with rain.
MANHATTAN,17-05-2018,20.7,13.3,90.6,17.7,13,Partly cloudy throughout the day with a chance of 
MANHATTAN,18-05-2018,18.4,13.9,66.2,32.6,13.6,Partly cloudy throughout the day.
MANHATTAN,19-05-2018,13.9,10.6,85.9,25.5,11.2,Cloudy skies throughout the day with a chance of r
MANHATTAN,20-05-2018,27.8,13.8,77.1,23.6,14.5,Partly cloudy throughout the day with afternoon ra
MANHATTAN,21-05-2018,24.4,16.1,55.8,17.5,16,Clear conditions throughout the day with late afte
MANHATTAN,22-05-2018,18.8,14.3,73.8,16.3,15.5,Partly cloudy throughout the day with rain.
MANHATTAN,23-05-2018,28.3,14.4,70.5,26.2,14.3,Partly cloudy throughout the day with a chance of 
MANHATTAN,24-05-2018,27.8,18.8,43.1,24,16,Clear conditions throughout the day with rain.
MANHATTAN,25-05-2018,29.4,17.3,50.1,37,15.9,Clear conditions throughout the day with rain.
MANHATTAN,26-05-2018,31.2,21.8,64.8,18.4,15.8,Clear conditions throughout the day with rain.
MANHATTAN,27-05-2018,25.1,14.3,83.1,36.2,14.4,Partly cloudy throughout the day with rain in the 
MANHATTAN,28-05-2018,19.4,13.8,79.4,21.4,16,Cloudy skies throughout the day with rain in the m
MANHATTAN,29-05-2018,30.1,16.7,73.1,10.6,15.6,Clearing in the afternoon.
MANHATTAN,30-05-2018,22.9,15.7,82.1,21.6,14.9,Partly cloudy throughout the day.
MANHATTAN,31-05-2018,20,17.8,88.8,16.1,12.5,Cloudy skies throughout the day with afternoon rai
MANHATTAN,2018-01-06,26.7,17.9,86.8,12.6,11.3,Partly cloudy throughout the day with rain in the 
